요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
가까운새서울약국,약국,서울,강서구,등촌동,7586,"서울특별시 강서구 공항대로41길 65, 132호 (등촌동, 그랜드상가)",02-3661-1076
메디칼하늘약국,약국,서울,강동구,명일동,5257,"서울특별시 강동구 구천면로 403, 명일동메디컬빌딩 101호 (명일동)",02-485-9654
마곡열린약국,약국,서울,종로구,연건동,3082,"서울특별시 종로구 대학로5길 35, 101호, 201호 (연건동)",02-763-7639
대치예스약국,약국,서울,성북구,하월곡동,2733,"서울특별시 성북구 동소문로46길 6, 1층 (하월곡동)",02-911-3336
팜스약국,약국,서울,성동구,금호동3가,4724,"서울특별시 성동구 장터1길 2, (금호동3가)",02-2231-1703
공항약국,약국,서울,광진구,중곡동,4934,"서울특별시 광진구 능동로 378, 1층 (중곡동)",02-446-1515
유명한약국,약국,서울,은평구,진관동,3306,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 (진관동)",02-6975-5424
더힘찬약국,약국,서울,노원구,중계동,1743,"서울특별시 노원구 한글비석로 253, 세신프라자빌딩 4층 405호 일부호 (중계동)",938-3827
여의도온누리약국,약국,서울,강동구,강일동,5211,"서울특별시 강동구 아리수로93길 27, 405-1호 (강일동)",02-441-7582
여의도약국,약국,서울,송파구,잠실동,5571,"서울특별시 송파구 올림픽로4길 48, (잠실동)",02-413-4013
플러스엔약국,약국,서울,노원구,공릉동,1826,"서울특별시 노원구 공릉로32길 56, 101호 (공릉동)",02-973-3235
아나파약국,약국,서울,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2927, 대치 클래시아 204호,205호 (대치동)",501-5920
남산우리약국,약국,서울,서초구,방배동,6702,"서울특별시 서초구 남부순환로 2201, 111호 (방배동)",02-523-9775
삼성하나약국,약국,서울,강북구,수유동,1081,"서울특별시 강북구 도봉로81길 3, 1층 (수유동)",02-908-2225
대학솔약국,약국,서울,광진구,구의동,5039,"서울특별시 광진구 자양로26길 8, (구의동)",02-3436-4580
그린이화약국,약국,서울,중구,충무로4가,4557,"서울특별시 중구 퇴계로 213, 301-1호 (충무로4가)",02-2277-6399
구의온누리약국,약국,서울,구로구,신도림동,8208,"서울특별시 구로구 경인로 661, (신도림동, 신도림1차푸르지오)",0303-3445-8855
군자한마음약국,약국,서울,관악구,봉천동,8729,"서울특별시 관악구 은천로 109, 1층 (봉천동)",02-885-7423
건강프라자약국,약국,서울,노원구,상계동,1620,"서울특별시 노원구 동일로 1529, 합동빌딩 203호 마들한중약국 (상계동)",02-937-3393
건강샘약국,약국,서울,강남구,압구정동,6001,"서울특별시 강남구 압구정로 151, 상가2동 9호 (압구정동, 현대아파트)",02-516-3777
매일여는온누리약국,약국,서울,강남구,신사동,6030,"서울특별시 강남구 압구정로 164, 1층 1호 (신사동)",
영보약국,약국,서울,강서구,등촌동,7587,"서울특별시 강서구 공항대로41길 76, 로얄프라자106호 (등촌동)",02-3665-8853
참플러스약국,약국,서울,강남구,대치동,6288,"서울특별시 강남구 삼성로 150, 119호 (대치동, 한보미도종합상가)",02-554-4691
바른삼성약국,약국,서울,양천구,신월동,7912,"서울특별시 양천구 남부순환로40길 63, (신월동)",02-2604-6148
새서울온누리약국,약국,서울,송파구,잠실동,5557,"서울특별시 송파구 올림픽로 100, 효창타워 1층 (잠실동)",02-415-1559
더선약국,약국,서울,강서구,마곡동,7803,"서울특별시 강서구 공항대로 269-15, 316-1호 (마곡동, 힐스테이트에코마곡)",02-2668-4977
청담더약국,약국,서울,송파구,잠실동,5502,"서울특별시 송파구 올림픽로 145, 1층 A27호 (잠실동)",02-422-6883
신성온누리약국,약국,서울,은평구,응암동,3484,"서울특별시 은평구 가좌로 233, 연희타워 103호 (응암동)",303-6550
삼전종로약국,약국,서울,강남구,신사동,6023,"서울특별시 강남구 언주로 859, 1층 (신사동, 쉬즈.애비뉴빌딩)",02-545-5170
초원옵티마약국,약국,서울,성북구,상월곡동,2752,"서울특별시 성북구 장월로1길 23, 1층 (상월곡동)",02-942-7588
서울그랜드약국,약국,서울,중랑구,중화동,2049,"서울특별시 중랑구 봉화산로 61, 1층 (중화동, 정신빌딩)",02-433-1946
강남엘약국,약국,서울,구로구,구로동,8289,"서울특별시 구로구 새말로 94, 1층 (구로동)",02-858-7170
백십자약국,약국,서울,강서구,마곡동,7807,"서울특별시 강서구 공항대로 168, 117,118호 (마곡동)",2661-7327
더클래식약국,약국,서울,강서구,마곡동,7803,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 309-1호 (마곡동)",3665-9588
건대애플약국,약국,서울,강서구,마곡동,7807,"서울특별시 강서구 공항대로 164, 류마타워 104호 (마곡동)",2666-7062
참좋은약국,약국,서울,강서구,마곡동,7803,"서울특별시 강서구 공항대로 237, 107호 (마곡동)",02-3663-5677
지하철정문약국,약국,서울,강서구,마곡동,7805,"서울특별시 강서구 공항대로 248, 111~113, 206호 (마곡동)",02-2662-8279
옵티마시민약국,약국,서울,강서구,마곡동,7806,"서울특별시 강서구 공항대로 206, 나인스퀘어 111호 (마곡동)",6952-0724
맑은샘온누리약국,약국,서울,동작구,사당동,7013,"서울특별시 동작구 동작대로 89, 504호 (사당동, 골든시네마타워)",02-588-8013
이층봄약국,약국,서울,성동구,마장동,4758,"서울특별시 성동구 마조로 64, 1층 (마장동)",02-2281-1474
민정약국,약국,서울,송파구,신천동,5552,"서울특별시 송파구 잠실로 209, KT송파타워 지하1층 1호 (신천동)",6325-2580
재원약국,약국,서울,성북구,정릉동,2820,"서울특별시 성북구  아리랑로 117-5, (정릉동)",916-5342
해솔온누리약국,약국,서울,강남구,신사동,6030,"서울특별시 강남구 압구정로 162, 1층 107호 (신사동, 베네하임시티)",070-8840-2878
더블유스토어연세약국,약국,서울,강동구,천호동,5328,"서울특별시 강동구 천호대로 1015, 지하2층 (천호동)",02-483-3690
신촌세민약국,약국,서울,영등포구,영등포동4가,7301,"서울특별시 영등포구 영등포로36길 6, (영등포동4가)",02-2679-5575
미약국,약국,서울,강서구,내발산동,7639,"서울특별시 강서구 강서로47가길 16, 1층 (내발산동)",02-2664-0717
일층약국,약국,서울,성북구,정릉동,2709,"서울특별시 성북구 보국문로 45, 1층 (정릉동)",02-914-3982
신명약국,약국,서울,중구,신당동,4585,"서울특별시 중구 다산로40길 56, 1층 (신당동)",02-2252-0450
송파윤한약국,약국,서울,강남구,역삼동,6123,"서울특별시 강남구 강남대로106길 9, 3층 (역삼동)",
신사스타약국,약국,서울,송파구,문정동,5817,"서울특별시 송파구 새말로8길 6, 1층 (문정동, 광덕빌딩)",02-404-9960
이레온누리약국,약국,서울,은평구,불광동,3358,"서울특별시 은평구 통일로 738, (불광동)",02-359-1945
대림온누리약국,약국,서울,강남구,세곡동,6376,"서울특별시 강남구 헌릉로569길 27, 2층 (세곡동)",070-8828-7963
윤당약국,약국,서울,영등포구,대림동,7442,"서울특별시 영등포구 시흥대로 681, 삼성YJ그랜드빌딩 (대림동)",02-841-3355
우방약국,약국,서울,서초구,서초동,6611,"서울특별시 서초구 서초대로77길 55, 에이프로 스퀘어 1층 (서초동)",
새날약국,약국,서울,영등포구,여의도동,7328,"서울특별시 영등포구 국제금융로6길 26, 한국노총 3층 (여의도동)",
팜필리아약국,약국,서울,종로구,창신동,3097,"서울특별시 종로구 창신길 47, (창신동)",02-3672-0845
별담은온누리약국,약국,서울,성동구,행당동,4744,"서울특별시 성동구 고산자로 234, 7층 (행당동, 나래타워)",02-2294-8555
송파하나약국,약국,서울,송파구,잠실동,5558,"서울특별시 송파구 올림픽로 116, 1층 (잠실동)",02-3431-4115
한마음국회약국,약국,서울,영등포구,영등포동7가,7246,"서울특별시 영등포구 국회대로50길 20, 215호 (영등포동7가, 포레나 영등포 센트럴)",02-2675-2636
햇님온누리약국,약국,서울,은평구,역촌동,3403,"서울특별시 은평구 역말로 72, (역촌동)",02-385-3685
정명약국,약국,서울,중구,신당동,4595,"서울특별시 중구 다산로 32, 203호 (신당동, 남산타운5상가)",02-2256-1873
여의도봄약국,약국,서울,성북구,동선동1가,2845,"서울특별시 성북구 보문로34길 59, 1층 (동선동1가)",02-927-8253
풍경약국,약국,서울,강북구,미아동,1206,"서울특별시 강북구 도봉로13길 13, (미아동)",070-7757-1436
두드림온누리약국,약국,서울,구로구,오류동,8268,"서울특별시 구로구 경인로 195, (오류동)",02-2625-3338
마미약국,약국,서울,성동구,행당동,4717,"서울특별시 성동구 행당로 84, 309-1호 (행당동, 행당 한진타운)",02-3395-5368
에벤에셀온누리약국,약국,서울,서대문구,남가좌동,3712,"서울특별시 서대문구 수색로 26, (남가좌동)",02-302-7111
서울대학약국,약국,서울,노원구,상계동,1767,"서울특별시 노원구 동일로 1343, 305호 (상계동, 동일프라자)",02-936-0811
옵티마다정약국,약국,서울,노원구,중계동,1699,"서울특별시 노원구 한글비석로 359, 의암빌딩 (중계동)",02-933-3373
사계약국,약국,서울,강서구,화곡동,7705,"서울특별시 강서구 강서로 231, 208호 (화곡동, 우장산역 해링턴 타워)",02-2065-1103
서울수약국,약국,서울,서초구,서초동,6620,"서울특별시 서초구 서초대로74길 11, 지하2층 (서초동, 삼성전자빌딩)",02-581-5773
365프라자약국,약국,서울,서대문구,북아현동,3758,"서울특별시 서대문구 신촌로 281, B동 1,2층 (북아현동)",070-8836-5066
대건약국,약국,서울,노원구,상계동,1762,"서울특별시 노원구 노해로 452, 107호 (상계동, 노빌리안골드빌딩)",02-931-7824
상암올리브약국,약국,서울,강동구,명일동,5292,"서울특별시 강동구 구천면로 428, 305호 (명일동, 센트로빌)",02-442-0082
도심공항약국,약국,서울,영등포구,신길동,7355,"서울특별시 영등포구 영등포로86길 16, (신길동)",02-846-4470
자양하나약국,약국,서울,은평구,대조동,3385,"서울특별시 은평구 통일로 833, (대조동)",02-353-0909
새웅약국,약국,서울,노원구,상계동,1668,"서울특별시 노원구 한글비석로 416, 1층 (상계동)",02-951-0735
새린온누리약국,약국,서울,서초구,서초동,6616,"서울특별시 서초구 서초대로73길 9, 타임빌딩 1층 (서초동)",02-595-4008
헬로팜약국,약국,서울,금천구,시흥동,8652,"서울특별시 금천구 시흥대로26길 9, (시흥동)",02-802-8788
구로행복약국,약국,서울,종로구,종로4가,3195,"서울특별시 종로구 종로 200-4, 제우빌딩 1층 (종로4가)",02-2277-8566
강남우리온누리약국,약국,서울,중구,서소문동,4513,"서울특별시 중구 세종대로11길 27, 1층 (서소문동)",070-8633-8119
석탑이레약국,약국,서울,관악구,신림동,8765,"서울특별시 관악구 조원중앙로 20, (신림동)",02-866-7668
성북성모약국,약국,서울,중랑구,망우동,2169,"서울특별시 중랑구 상봉로 118, E-마트 상봉점 4층 (망우동)",02-434-8678
약수소망약국,약국,서울,도봉구,창동,1470,"서울특별시 도봉구 덕릉로 241, 1층 (창동)",02-903-3005
충정로조은약국,약국,서울,마포구,서교동,4036,"서울특별시 마포구 양화로 45, B105호 (서교동, 메세나폴리스몰)",02-332-5452
일신약국,약국,서울,강서구,마곡동,7631,"서울특별시 강서구 마곡중앙4로 10, A동 104호 (마곡동)",02-2664-7507
행복이꽃피는약국,약국,서울,동작구,흑석동,6980,"서울특별시 동작구 서달로 150, 207호, 208호 (흑석동, 해가든상가)",02-825-2911
가은약국,약국,서울,종로구,청진동,3159,"서울특별시 종로구 종로 33, 지하1층 137호 (청진동)",02-2158-7900
메트로약국,약국,서울,강남구,대치동,6209,"서울특별시 강남구 도곡로 449, 2층 201 일부호 (대치동)",02-556-3695
경희삼일한약국,약국,서울,강서구,마곡동,7599,"서울특별시 강서구 마곡중앙5로 81, 107, 108호 (마곡동, 에스비타운)",02-2665-7585
새사랑약국,약국,서울,구로구,오류동,8363,"서울특별시 구로구 오리로 1149, B108호 (오류동, 랑데르)",070-4222-1177
바로이약국,약국,서울,용산구,이태원동,4406,"서울특별시 용산구 보광로 124, (이태원동)",02-795-7603
한누리약국,약국,서울,송파구,송파동,5673,"서울특별시 송파구 오금로32길 35, 101호 (송파동, 한영해시안 아파트)",02-2202-7747
정담한약국,약국,서울,중랑구,면목동,2146,"서울특별시 중랑구 면목로 415, (면목동)",02-432-1550
노원프라자약국,약국,서울,중구,의주로1가,4517,"서울특별시 중구 통일로 114, 바비엥-2 2층 209호 (의주로1가)",02-313-5031
망원우리약국,약국,서울,종로구,내자동,3041,"서울특별시 종로구 사직로 107, 1층 (내자동, 한빛빌딩)",02-6326-2007
포도나무약국,약국,서울,마포구,서교동,4049,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",02-6368-5799
수온누리약국,약국,서울,강서구,염창동,7544,"서울특별시 강서구 양천로69길 11, 1층 101호 (염창동)",02-2658-7767
태능삼호약국,약국,서울,노원구,공릉동,1861,"서울특별시 노원구 동일로 985, 1층 (공릉동)",02-930-0300
수서역정민아약국,약국,서울,강동구,길동,5300,"서울특별시 강동구 명일로 248, 1층 (길동)",02-477-4670
솔밭약국,약국,서울,종로구,연건동,3082,"서울특별시 종로구 대학로5길 54, 1층 (연건동, 우욱하우스)",02-745-8272
미소담약국,약국,서울,송파구,신천동,5504,"서울특별시 송파구 올림픽로35길 112, (신천동, 장미B상가 315호)",02-412-3358
