name,Closed Notice_Holiday,Emergency Room_Day_Operation Status,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
광양성심내과의원,09시00분~13시00분,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1530
복음의원,09시00분~13시00분(오전진료),N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
염산제일의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
자모의원,전부 휴진,N,N,,,830,1900,830,1900,830,1700,830,1900,830,1900,830,1300
현대남선비뇨기과의원,전부휴진,N,N,,,830,1800,830,1800,830,1230,830,1800,830,1800,830,1330
김해송이비인후과의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,830,1300
신양수내과의원,전부휴진,Y,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
메디필서방사선과의원,,N,N,,,840,1830,840,1830,840,1830,840,1830,840,1830,840,1400
광산이비인후과의원,휴진,N,N,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800
위대철내과의원,전부 휴진,N,N,,,900,600,900,600,900,600,900,600,900,600,900,1300
안재수내과의원,,N,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
이홍규내과의원,종일 휴진,N,N,,,,,,,,,,,,,,
남악힐링의원,9시~13시 진료,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
김태균내과의원,휴진,N,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1300
소망내과의원,휴진,N,N,,,900,1900,900,1900,1400,1900,900,1900,900,1900,900,1300
박은호이비인후과의원,전부 휴진,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1400
연세애플소아청소년과의원,전부휴진,N,N,,,850,1830,850,1830,850,1830,850,1830,850,1830,850,1300
SM미성형외과의원,오후 1시 이후,N,N,,,830,1800,830,2000,830,1800,830,2000,830,1800,830,1300
첨단은내과의원,휴진,N,N,,,,,,,,,,,,,,
베스트안과의원,선별적 휴진,N,N,900,900,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
눈에빛안과의원,,Y,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1630
소금의원,전부휴진,N,N,,,830,1830,830,1830,830,1230,830,1830,830,1830,900,1300
센트럴내과의원,전부 휴진,N,N,,,840,1800,840,1800,840,1800,840,1800,840,1800,830,1300
섬등포 팔팔정형외과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
첨단미즈여성의원,전부 휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
에코이비인후과의원,,N,N,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600
물빛피부과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,900,1300
서울위드유외과의원,전부휴진,N,N,,,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1300
서구베스트의원,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
퍼스트이비인후과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
예쁜소아청소년과의원,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1400
나주속편한내과의원,전부 휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,900,1300
우리건강내과의원,,N,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
123내과의원,,N,N,,,,,,,,,,,,,,
맨투남성의원,,N,N,,,830,1800,830,1800,830,1800,830,1230,830,1800,830,1230
첨단우덕수내과의원,전부휴진 (매주 목요일 휴진),N,N,,,900,1800,900,1800,900,1800,,,900,1800,830,1300
광주미래의원,,N,N,,,900,1900,900,2100,900,1900,900,1900,900,1900,900,1300
다윗365내과재활의학과의원,휴진,N,N,,,,,,,,,,,,,,
신대피부과의원,전부휴진,N,N,,,900,1900,900,1900,900,2000,900,1300,900,2000,900,1300
해찬의원,,N,N,900,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
순천안과의원,,N,N,,,1000,2100,1000,1800,1000,1400,1000,1800,1000,2100,1000,1400
김태우신경과의원,,N,N,0,0,900,1930,900,1900,900,1900,900,1900,900,1930,900,1400
위드유소아청소년과의원,,N,N,,,,,,,,,,,,,,
조형준재활의학과의원,전부휴진,N,N,,,,,900,1700,900,1700,,,900,1700,800,1200
최고이비인후과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
뉴스타정형외과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1300,900,1800,900,1300
문흥효자정형외과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
백운탑신경과의원,전부휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
베스트윤연합의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
센트럴비뇨의학과의원,08시30분 ~ 14시00분,N,N,,,830,2100,830,2100,830,2100,830,2100,830,2100,830,1400
사단법인 장애인생산품판매지원협회 말바우엘의원,전부휴진,N,N,,,830,1800,830,1800,830,2000,830,1800,830,1800,830,1300
다나수의원,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1400
수완하얀피부과의원,"추석, 설 연휴기간에는 명절 당일 각 하루만 전부 휴진.",N,N,1400,1800,900,2000,900,2000,900,2000,900,1300,900,2000,900,1800
기린마취통증의학과의원,,N,N,,,900,1830,900,1830,900,1330,900,1830,900,1830,900,1330
두암연세연합의원,휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1300
새하얀피부과의원,휴진,N,N,0,0,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
아픔해방의원,,N,N,,,830,1800,830,1800,830,1800,830,1230,830,1800,830,1230
대인연합내과의원,전부 휴진,N,N,,,900,1800,900,1800,1400,1800,900,1800,900,1800,900,1300
광주스마일안과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
이봉규내과의원,365일 연중무휴 매일 9시~밤10시,N,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
이현진신경과&김은정내과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,900,1300
블랑여성의원,,N,N,,,1000,1900,1000,1900,1000,1400,1000,1900,1000,1900,1000,1400
이지선정신건강의학과의원,,Y,Y,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500
극동사랑의원,전부 휴진,N,N,,,900,1730,900,1730,900,1300,900,1730,900,1730,900,1400
코엔박이비인후과의원,,N,N,,,,,,,,,,,,,,
마재숙하트소아청소년과의원,,N,N,1030,1630,1030,2030,1030,2030,1030,2030,1030,2030,1030,2030,1030,1630
운암탑내과의원,,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
목포더조은내과의원,휴진,N,N,,,900,1900,900,1900,900,1900,,,900,1900,900,1400
한용재활의학과의원,휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
마레피부과의원,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
위편한내과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
바른김동은신경과의원,전부휴진,N,N,0,0,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
상무탑정형외과의원,,N,N,900,1500,900,2100,900,2100,900,2100,900,2100,900,2100,900,1500
유경완내과의원,휴진,N,N,,,1000,1900,930,1900,930,2000,930,1900,930,1900,900,1400
좋은생각 정신건강의학과의원,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
풍암탑내과의원,,N,N,,,,,,,,,,,,,,
우리동네의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
블리비의원,,N,N,,,900,2000,900,2000,900,1800,900,2000,900,1800,900,1300
광주탑안과의원,,N,N,,,,,,,,,,,,,,
광주연합내과의원,,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,830,1330
생생플러스이비인후과의원,홈페이지 게시,N,N,,,800,2000,800,2000,800,2000,800,2000,800,2000,800,1300
시원한마디의원,전부 휴진,N,N,0,0,830,1800,830,1300,830,1800,830,1800,830,1800,830,1300
제일신경외과의원,휴진,N,N,,,900,1900,900,2100,900,1900,900,2100,900,1900,900,1400
백운마취통증의학과의원,전부 휴진,N,N,,,800,1730,800,1730,800,1730,800,1730,800,1730,800,1300
송준영정형외과의원,,N,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
장이편한내과의원,전부휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
신민호내과의원,전부 휴진,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,
방촌약국,전부 휴진,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300
혜동약국,전부 휴진,N,N,,,,,,,,,,,,,,
삼성옵티마약국,전부 휴진,N,N,,,900,2000,900,1900,900,1900,900,1900,900,1900,900,1400
소원약국,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1440
성당수약국,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
새한약국,전부 휴진,N,N,,,900,1820,900,1820,900,1820,900,1820,900,1820,900,1300
일월산약국,,N,N,900,1700,800,2100,800,2100,800,2100,800,2100,800,2100,800,1700
"J,마트약국",,N,N,900,1400,900,1900,900,1900,,,900,1900,900,1900,900,1400
메디팜녹색약국,변동,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1330
이백세약국,휴무,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
맘&키즈약국,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1200
예명약국,,N,N,,,830,1830,830,1830,830,1830,830,1300,830,1830,800,1300
바른약국,법정 공휴일 전부 휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
명곡하나약국,,N,N,,,,,,,,,,,,,,
낙동온누리약국,휴진,N,N,,,830,1830,830,1830,830,1300,830,1830,830,1830,830,1300
가야약국,08:00~13:00,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,800,1300
진영약국,휴진,N,N,,,830,1800,830,1800,830,1230,830,1800,830,1800,830,1230
365약국,전부 휴진,N,N,,,900,1800,900,1800,,,900,1800,900,1800,900,1300
화원약국,전부 휴진,N,N,,,900,1830,900,2000,1400,1830,900,2000,900,1830,900,1300
금강약국,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
미래약국,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,900,1400
신진약국,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
세경약국,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1230
칠곡종합약국,전부 휴진,N,N,,,930,1830,930,1830,,,930,1830,930,1830,930,1300
육일약국,전부 휴진,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
중동제일약국,,N,N,,,1100,2000,1100,2000,1100,1900,1100,2000,1100,2000,1000,1500
용암약국,전부 휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,100
파동약국,오후 1시 이후,N,N,,,800,2000,800,2000,800,2000,800,2000,800,2000,800,1300
원고개약국,필요시,N,N,,,900,2000,900,1800,900,1800,900,1300,900,1800,900,1300
일신약국,09:00~13:00 진료,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
대일약국,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
메디팜보령약국,대체공휴일 진료,N,N,,,900,1830,900,1830,900,1330,900,1830,900,1830,900,1330
성서약국,휴무,N,N,0,0,830,1830,830,1830,830,1830,830,1830,830,1830,830,1230
시약국,전부휴진,N,N,,,900,1730,900,1730,900,1400,900,1730,900,1730,800,1400
동대구약국,휴진,N,N,,,,,,,,,,,,,,
동서당약국,09시 00분 - 13시 00분,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
온약국,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
형우당약국,,N,N,,,,,,,,,,,,,,
반야월인제약국,휴진,Y,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
중리효성약국,휴진,N,N,,,830,1800,830,1800,830,1230,830,1800,830,1800,830,1200
반월당경북약국,전부 휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
옥포우리약국,전부휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1200
은약국,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
유정온누리약국,,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
좋은약국,전부 휴진,N,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
미소온누리약국,전부휴진,N,N,,,900,1830,900,2000,900,1830,900,1830,900,2000,900,1500
희온누리약국,,N,N,,,830,1730,830,1730,830,1230,830,1730,830,1730,830,1230
삼원약국,전부 휴진,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,,
초이스약국,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
태백산약국,,N,N,,,,,,,,,,,,,,
삼행약국,전부 휴진,N,N,,,1100,2000,1100,2100,1100,2000,1100,2000,1100,2100,1000,1400
북면소망약국,휴진,N,N,,,900,1810,900,1810,900,1810,900,1230,900,1810,900,1230
후포소망약국,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
동진약국,,N,N,,,900,1700,900,1700,900,1700,900,1230,900,1700,900,1230
남부시장약국,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
주왕산약국,휴진,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1230
청솔약국,오후 12시 30분 이후,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
태양약국,,N,N,,,800,1700,800,1700,800,1700,800,1700,800,1700,800,1500
건천제일약국,휴무,N,N,,,1330,1800,1330,1800,1330,1800,1330,1800,1330,1800,0,0
메디김약국,,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
신정약국,,N,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
미주온누리약국,휴무,N,N,,,930,1900,930,2100,930,1900,930,1900,930,2100,900,1500
석약국,휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
화랑약국,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1230
제일온누리약국,전부 휴진,N,N,,,830,1800,830,1800,830,1800,830,1300,830,1800,830,1300
보명당약국,전부 휴진,N,N,,,900,2000,900,1900,900,2000,900,1900,900,2000,900,1300
동명약국,전부휴진,N,N,,,830,530,830,530,830,530,830,530,830,530,830,1230
요한약국,,N,N,,,,,,,,,,,,,,
튼튼한약국,,N,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
아진약국,근무하는 경우도 있음.,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1300
부광약국,휴진,N,N,,,830,1830,830,1830,830,1230,830,1830,830,1830,830,1330
사과나무약국,휴진,N,N,,,830,1830,830,1830,830,1830,830,1230,830,1830,830,1300
황금약국,,N,N,,,,,,,,,,,,,,
호정약국,,N,N,,,830,1800,830,1800,830,1200,830,1800,830,1800,830,1200
서강약국,전부휴진,N,N,,,900,1800,900,1800,900,1200,900,1800,900,1800,900,1200
민생약국,전부 휴진. 대체공휴일도 전부 휴진.,N,N,,,830,1800,830,1800,830,1800,830,1230,830,1800,830,1230
메디팜 대흥약국,,N,N,900,1700,830,2000,830,2000,830,2000,830,2000,830,2000,830,1300
선린약국,전부 휴진,N,N,,,900,1800,900,2000,900,1800,900,2000,900,1800,900,1300
보금당약국,,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1230
서독약국,전부 휴진,N,N,,,830,1630,830,1630,830,1630,830,1630,830,1630,830,1200
세아온누리약국,전부 휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
혜인약국,,N,N,,,900,1730,900,1730,900,1230,900,1730,900,1730,900,1200
수성굿모닝약국,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
탑온누리약국,휴진,N,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1600
진보약국,,N,N,,,730,1700,730,1700,730,1700,730,1700,730,1700,730,1300
대덕팜약국,전부휴진,N,N,,,830,1830,830,1830,830,1230,830,1830,830,1830,830,1300
송림약국,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
다인약국,전부후진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
비슬약국,휴진,N,N,,,930,1800,930,1800,930,1800,930,1200,930,1800,900,1230
연합약국,08:00-13:00(오후 1시),N,N,,,,,,,,,,,,,,
만나약국,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
수성중앙약국,오전9시-오후1시,N,N,1400,1800,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
경북정문약국,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
국약국,,N,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1400
다담약국,휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1500
생생약국,전부휴진,N,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1200
장수약국,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
건강한마을약국,전부휴진,N,N,,,800,1700,800,1700,800,1700,800,1700,800,1700,800,1300
희약국,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,830,1200
은하약국,,N,N,830,1230,830,2000,830,2000,830,2000,830,2000,830,2000,830,1430
민성약국,전부 휴진,N,N,,,900,1830,900,1830,900,1830,1400,1830,900,1830,900,1300
흥해거북이약국,휴진,N,N,,,830,1830,830,1830,830,1230,830,1830,830,1830,830,1230
홍약국,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
잘보는한방병원,휴진,N,N,900,1300,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
대구S한방병원,휴진,N,N,,,830,1800,830,1800,830,1800,830,1230,830,1800,830,1230
고려에이치한방병원,휴진,N,N,,,930,1800,930,1800,930,1230,930,1800,930,1800,930,1230
대구한의대포항한방병원,휴진,N,N,,,900,2030,900,1830,900,1830,900,2030,900,1830,900,1330
대구한의대한방병원,전부휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
대구자생한방병원,오후 휴진,N,N,,,830,1900,830,1900,830,1300,830,1900,830,1900,830,1300
칠곡박한의원,휴진,N,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
대추밭한의원,,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1250
동화한의원,오전8시~오후1시(휴진) / 오후6시 이후 (휴진),N,N,1400,1800,830,2030,830,2030,830,2030,830,2030,830,2030,830,1400
영신한의원,전부 휴진,N,N,,,900,1700,900,1700,900,1700,,,900,1700,900,1200
대근한의원,전부 휴진,N,N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1300
백초한의원,,N,N,,,,,,,,,,,,,,
제명한의원,전부 휴진,N,N,,,900,1800,900,1800,900,2030,,,900,1800,900,1300
송한의원,휴진,N,N,,,1200,1800,1200,1800,1200,1800,1200,1800,1200,1800,1200,1330
활성한의원,,N,N,,,,,,,,,,,,,,
백수한의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1230
백산한의원,전부 휴진,N,N,,,830,1730,830,1730,830,1730,830,1230,830,1730,830,1230
공산한의원,휴진,N,N,,,1000,2000,1000,2100,1400,2000,1000,2000,1000,2100,1000,1600
강신호한의원,,N,N,,,,,,,,,,,,,,
영천한의원,전부 휴진,N,N,,,910,1730,910,1730,910,1730,910,1730,910,1730,910,1210
김종봉한의원,전부 휴진,Y,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
덕원한의원,전부 휴진,N,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1230
동원한의원,전화문의,N,N,,,830,1830,830,1830,830,1830,830,1300,830,1830,830,1300
권한방한의원,,N,N,,,830,1700,830,1700,830,1700,830,1700,830,1700,830,1200
백천생한의원,법정공휴일전부 휴진,N,N,,,830,600,830,600,830,600,830,600,830,600,830,1230
대송한의원,,N,N,,,,,,,,,,,,,,
덕인한의원,,N,N,,,900,1830,900,1830,900,1230,900,1830,900,1830,900,1230
대해한의원,,N,N,,,830,2000,830,1800,830,2000,830,1800,830,2000,830,1230
불로한의원,,N,N,,,,,,,,,,,,,,
산격한의원,,N,N,900,1700,800,2100,800,2100,800,2100,800,2100,800,2100,900,1700
정암한의원,전부 휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,,
채종구한의원,전부휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
닥터팽한의원,전부 휴진,N,N,,,900,1830,900,1830,900,1230,900,1830,900,1830,900,1330
강영우한의원,,N,N,900,2030,900,2030,900,2030,900,1900,900,2030,900,2030,900,2030
