name,Closed Notice_Holiday,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
의료법인 민현의료재단 미래로병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
서대구대동병원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
우리집약국,09시00분~13시00분근무,N,900,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
완사약국,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
진영한마음약국,~절'만 쉽니다,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
미래팜강민약국,휴진,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
미래팜약국,전부휴진,N,,,,,,,,,,,,,,
새론약국,오전근무,N,,,,,,,,,,,,,,
하담약국,,N,,,830,1930,830,1930,830,1930,830,1930,830,1930,830,1930
사천온누리약국,,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,1700
해오름명성약국,,N,1100,1830,900,2100,900,2100,900,2100,900,2100,900,2100,900,1930
정원약국,오전 9시부터 오후 1시근무,N,,,900,1850,900,1850,900,1850,900,1850,900,1850,900,1730
망경약국,,N,,,900,1820,900,1820,900,1820,900,1820,900,1820,900,1530
태화약국,,N,1000,2000,900,2130,900,2130,900,2130,900,2130,900,2130,900,2130
밝은연세약국,휴무,N,,,,,,,,,,,,,,
한가족약국,휴무,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
한별약국,,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600
허브약국,오후1시까지,N,,,,,,,,,,,,,,
센트럴온누리약국,9시 ~ 13시,N,,,,,,,,,,,,,,
주촌동산약국,,N,1000,1700,800,2100,800,2100,800,2100,800,2100,800,2100,800,1800
우리네약국,오전근무,N,,,850,1900,850,1900,850,1900,850,1900,850,1900,850,1600
사거리약국,,N,,,,,,,,,,,,,,
조명약국,,N,,,730,2130,730,2130,730,2130,730,2130,730,2130,730,2100
신대흥약국,,N,,,,,,,,,,,,,,
울산중앙약국,,N,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000
한미약국,,N,,,,,,,,,,,,,,
청파약국,오전12시,N,,,,,,,,,,,,,,
종근당미보약국,,N,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
새시온약국,,N,,,,,,,,,,,,,,
보강약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
백두산약국,,N,,,,,,,,,,,,,,
유명약국,오전7시30분-오후7시30분영업,N,,,730,1930,730,1930,730,1930,730,1930,730,1930,730,1500
한바다약국,전부휴진,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
온정온누리약국,,N,,,,,,,,,,,,,,
한창약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
꿀벌약국,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
강온누리약국,전부휴진,N,,,750,1815,750,1815,750,1815,750,1815,750,1815,,
동일약국,정상 근무,Y,,,,,,,,,,,,,,
문약국,,N,900,2130,800,2130,800,2130,800,2130,800,2130,800,2130,800,2130
옥포로약국,근무,N,900,1630,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
농소약국,오전 9시부터 13시까지 근무,N,,,,,,,,,,,,,,
행운약국,,N,900,1600,900,1800,900,1800,900,1800,900,1800,900,1800,900,
영일약국,휴무,N,,,,,,,,,,,,,,
메디팜행복약국,,N,,,840,2000,840,2000,840,2000,840,2000,840,2000,840,1800
모닝약국,휴무,N,,,,,,,,,,,,,,
보생당약국,,N,1100,2100,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
산청행복약국,"신정과 크리스마스,광복절 휴진",N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1300
서현약국,,N,910,2230,910,2230,910,2230,910,2230,910,2230,910,2230,910,2230
일층약국,,N,,,830,2030,830,2030,830,2030,830,2030,830,2030,830,1400
아주약국,,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1500
장평온누리약국,오후1시까지 근무,N,,,,,,,,,,,,,,
스타약국,,N,,,,,,,,,,,,,,
동아사약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
북신무궁화약국,,N,,,,,,,,,,,,,,
마금산약국,,N,1200,1800,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100
쌍용늘푸른약국,오후1시이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
송약국,9~1시,N,,,,,,,,,,,,,,
메디팜 새보람약국,,N,,,,,,,,,,,,,,
새광성약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
반성보건약국,,N,,,810,,810,,810,,810,,810,,,
주약동이상약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
서진약국,,N,,,830,2030,830,2030,830,2030,830,2030,830,2030,830,1500
금호약국,,N,1700,2130,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
미래경남약국,전부 휴무,N,,,900,2000,900,1900,900,2000,900,1900,900,2000,,1730
혁신제일약국,,N,,,830,1930,830,1930,830,1930,830,1930,830,1930,830,1330
라임약국,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330
정다운온누리약국,,N,900,2000,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000
달빛약국,,N,,,,,,,,,,,,,,
의료법인 기쁨의료재단 엠디한방병원,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
동서양한방병원,전부휴진,N,0,0,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
양산더존한방병원,공휴일10시 부터 17시 00분 까지 진료,N,1000,1700,930,2100,930,2100,930,2100,930,2100,930,2100,900,1500
창원 당당한방병원,,N,,,,,,,,,,,,,,
자연뜰한방병원,,N,900,1800,930,1900,930,1900,930,1900,930,1900,930,1900,900,1800
양산부산대학교한방병원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
진주한방병원,휴무,N,,,900,1830,900,1830,900,1830,900,2100,900,1830,900,1330
창원자생한방병원,설날/추석 휴진,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1800
울산자생한방병원,정상 진료함 (접수시간 09시00분~17시30분),N,900,1800,900,1900,900,1900,900,1900,900,1900,900,1900,900,1800
김석주한의원,09시30분 ~ 04시00분,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
정순도한의원,,N,,,,,,,,,,,,,,
수경한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
전정표한의원,전부 휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1300
소리청대남한의원,,N,,,,,,,,,,,,,,
강호경한의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600
세제한의원,* 공휴일은 휴진하지 않고  9:00- 16:00 까지 진료함,N,900,1200,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
의성한의원,1시까지 진료,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700
세창한의원,"전부 휴진, 예약진료만 오전 중 진료 가능함",N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
죽파한의원,전부휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1530
안민한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
대자한의원,전부 휴진,N,,,1000,1800,1000,1800,1000,1800,1000,1300,1000,1800,1000,1300
봉계감초한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
굿모닝생생한의원,휴진,N,,,930,1830,930,1830,930,1830,0,0,930,1830,930,1300
권한의원,전부휴진,N,,,930,1830,930,1830,930,1830,930,1230,930,1830,930,1230
김용대한의원,전부휴진,N,,,900,1800,900,1800,1400,1800,900,1800,900,1800,900,1400
경희대화한의원,전부휴진,N,,,930,1900,930,1900,930,1900,1400,1900,930,1900,930,1400
서울산한의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
천수한의원,오후 3시이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
김법진한의원,오후 1시 이후 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1530
원한의원,1시까지 진료,N,900,1700,900,1800,,,900,1800,900,1800,900,1800,,
홍원당한의원,전부 휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
혜인한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
초락당한의원,진료,N,900,1800,900,1700,,,900,1800,900,1800,900,1800,900,1800
박성민한의원,,N,,,,,,,,,,,,,,
천일한의원,,N,,,1800,1800,1800,1800,930,1800,930,1800,930,1800,930,1500
진부부한의원,휴진,N,,,930,1800,930,1800,930,1800,1400,1800,930,1800,930,1300
혜광한의원,9:30~1:00,N,,,,,,,,,,,,,,
우리들한의원,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
용하한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1530
최병일3S한의원,휴무,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
세명당한의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
코비한의원,휴진,N,,,930,1900,930,2000,930,1900,930,1900,930,1900,930,1500
창덕한의원,,N,,,,,,,,,,,,,,
고원도한의원,오후 2시까지 진료,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
재승한의원,09:00~16:00,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
박영수한의원,휴진또는 오전진료,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1630
울산부부한의원,전부 휴진,N,,,930,2000,930,2000,930,2000,930,2000,930,2000,930,1400
생명장한의원,전부휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
솔한의원,전부휴진,N,,,930,1800,930,1800,930,1300,930,1800,930,1800,930,1300
만월한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,,
정겨운한의원,오후2시~6시,N,,,930,2100,930,1900,930,2100,930,1900,930,1900,930,1700
백한의원,,N,,,900,1800,900,1800,900,1800,1400,1800,900,1800,900,1500
사대한의원,9시30분~12시30분까지 진료,N,,,930,630,930,630,930,630,930,600,930,630,930,1230
밀양삼세한의원,전부휴진,N,,,930,1700,930,1700,0,0,930,1700,930,1700,900,1300
삼랑진한의원,,N,830,1200,830,1730,830,1730,830,1730,830,1730,830,1730,830,1200
숨편한세상하여태한의원,휴진,N,0,0,920,1800,920,1800,1400,1900,920,1800,920,1800,920,1700
풀향기한의원,오후 2시까지 진료,N,,,830,1700,830,1800,830,1700,830,1800,830,1800,,
대산한의원,,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
이태호한의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
오창록한의원,휴진,N,,,900,1800,900,1800,900,1800,1400,1800,900,1800,900,1300
가야한의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1300,900,1800,900,1300
임동진한의원,휴진,N,,,930,1800,930,1800,930,1800,930,1300,930,1800,930,1300
홍제한의원,휴진,N,,,800,1700,800,1700,800,1700,800,1200,800,1700,800,1200
경희동원당한의원,휴진(간헐적),N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1500
홍복한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
합천고려한의원,,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
클레오파트라한의원,전부 휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,,
수로한의원,휴진,N,,,1000,1900,1000,1900,1000,1900,1400,1900,1000,1900,1000,1600
자양한의원,전부 휴진,N,,,,,,,,,,,,,,
수성한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
광해한의원,휴진,N,,,930,1840,930,1840,930,1840,930,1840,930,1840,930,1300
우리조은한의원,전부 휴진,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1230
장백한의원,,N,,,930,700,930,700,930,700,1400,700,930,700,900,1300
국산한의원,휴진,N,,,900,1800,900,1800,900,1600,900,1800,900,1800,900,1230
우인한의원,전부휴진,N,,,930,1900,930,1900,930,1900,1430,1900,930,1900,930,1300
밝은미소한의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
김도환한의원,,N,,,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1330
한림한의원,오전 근무,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,600,1200
울산 명가삼성한의원,오후 3시 이후,N,,,1000,2100,1000,2100,,,1000,2100,1000,2100,1000,1700
감로한의원,전부 휴진,N,,,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1330
명수한의원,전부휴진,N,,,,,,,,,,,,,,
김경환한의원,휴진,N,,,900,1800,900,1800,900,1800,900,1230,900,1800,900,1230
대선한의원,,N,,,940,1900,940,1900,940,1900,1400,1900,940,1900,940,1400
현세한의원,오후1시이후,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
미동의보감한의원,일부 휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
도도한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
꽃단비한의원,휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500
생기나라한의원,선택적 휴진,N,,,930,2000,930,2000,930,1900,930,2000,930,2000,930,1700
설동인한의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
봉산한의원,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
푸른하늘한의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
혜민서한의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
생각나는한의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
승구한의원,휴진,N,,,930,1920,930,1920,930,1920,930,1920,930,1920,930,1400
조웅한의원,전부휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1700
석현365한의원,공휴일 9시~2시,N,900,1400,900,2100,900,2100,900,2100,900,2100,900,2100,900,1400
미즈아이구암한의원,전부 휴진,N,,,,,,,,,,,,,,
명의당한의원,,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
이기태한의원,전부 휴진,N,,,900,2030,900,1900,900,1900,900,2030,900,1900,900,1400
울산아이누리한의원,"진료 10~17시 (단, 어린이날,크리스마스날 제외)",N,1000,1700,1000,1800,1000,1800,1400,2010,1000,1800,1000,1800,1000,1700
궁한의원,,N,900,1700,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
경희송암한의원,오후 3시까지,N,,,830,1630,830,2100,830,1630,830,1630,830,2100,830,1500
언양한의원,오후 1시이후 휴진,N,,,,,,,,,,,,,,
청량한의원,오후 4시 이후,N,,,900,2000,900,1900,900,2000,900,1900,900,2000,900,1600
한보당한의원,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
이정기한의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
월성한의원,특정공휴일 근무(09시00분~15시00분) 전화로 문의바람,N,,,,,,,,,,,,,,
경희우리한의원,전부 휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
문수한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1300,930,1900,930,1400
진하한의원,오후 5시 이후 휴진,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600
호두나무한의원,진료합니다 (단 금요일이 공휴일인경우 휴진),N,1000,1800,930,1830,930,1830,930,1830,930,1830,,,1000,1800
활천경희한의원,휴진,N,,,,,,,,,,,,,,
당당한의원,휴진,N,,,1000,2100,1000,2100,900,1900,1000,2100,1000,2100,900,1600
민 한의원,전부 휴진,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1530
우아한의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1230,900,1830,900,1300
한솔한의원,장날 오전진료 및 예약진료,N,,,,,,,,,,,,,,
원자한의원,휴진,N,0,0,900,1830,900,1830,900,1830,1400,1830,900,1830,900,1400
자성한의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
봄봄한의원,,N,930,1400,930,2000,930,2000,930,2000,930,2000,930,2000,930,1400
맑은맥한의원,오후 1시까지 진료.,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
힐링한의원,,N,,,1000,1900,1000,1900,1000,1900,1400,1900,1000,1900,1000,1300
동한한의원,전부휴진,N,,,800,1730,800,1730,800,1730,800,1730,800,1730,800,1300
체정한의원,전부휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
심한의원,,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1230
봄한의원,휴진,N,,,900,1900,900,1900,900,1900,1400,2000,900,1900,900,1400
순한의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1300,900,1830,900,1300
미래솔한의원,오전10:00 ~ 오후 5:00,N,,,,,,,,,,,,,,
삼천포부부한의원,전부 휴진,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1200
도계한의원,오후 1시 ~ 오후 6시,N,1000,1800,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200,1000,1800
아이누리한의원 장유점,,N,,,,,,,,,,,,,,
가촌한의원,,N,,,930,1900,930,2100,930,1900,1400,2100,930,1900,930,1400
감계명한의원,전부 휴진,N,,,930,1900,930,2100,930,1900,930,2100,930,1900,930,1300
바른 한의원,전부 휴진,N,,,930,1900,930,1900,930,2000,1400,1900,930,1900,930,1430
정심한의원,휴진,N,,,830,1800,830,1800,830,1800,830,1300,830,1800,830,1300
본디올한의원,진료,N,930,1500,930,930,930,1500,930,1500,930,1500,930,1500,930,1500
자임부부한의원,,N,,,,,,,,,,,,,,
석중한의원,09시30분~15시00분 진료합니다,N,930,1500,930,2000,930,1900,930,2000,,,930,2000,930,1500
아이&맘편작한의원,진료(09:00~15:00) -점심시간없이 진료합니다,N,0,0,,,,,,,,,,,900,1500
덕계만세한의원,오전 9시 ~ 오후 2시,N,,,900,2000,900,1830,900,2000,900,1830,900,2000,900,1400
김선권한의원의원,,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
증산한의원,08:30~15:00 (점심시간 없음),N,830,1500,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,830,1500
예영준한의원,휴진,N,,,,,,,,,,,,,,
박성봉한의원,전부 휴진,N,,,900,2000,900,1900,900,2000,900,1900,900,1900,900,1300
맘에든 한의원,"신정, 구정, 어린이날, 추석, 크리스마스날 외 진료",N,,,930,1930,930,1900,930,1930,1400,1900,930,1930,930,1300
경희차율한의원,,N,,,,,,,,,,,,,,
사랑인한의원,"설날 3일, 추석 3일만 휴진. 이외 공휴일은 09시30분~14시00분까지 진료",N,930,1400,930,2000,930,2000,930,2000,930,2000,930,2000,930,1400
경희예인한의원,,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
삼계뉴욕치과병원,,N,,,1000,2100,1000,2100,1000,1830,1000,2100,1000,2100,1000,1800
우가주치과병원,,N,,,1000,1900,1000,2100,1000,2100,1000,2100,1000,1900,1000,1700
큰치과병원,09:30 ~ 14:00 (점심시간 없음),N,,,930,2030,930,1830,930,2030,930,1830,930,1830,930,1430
진주미르치과병원,전부휴진,N,,,900,600,900,600,900,600,900,600,900,600,900,1200
CK치과병원,전부 휴진,N,930,1600,930,1830,930,2100,930,1830,930,2100,930,1830,930,1600
화인치과병원,오후 4시 이후 휴진,N,,,1000,2130,1000,2130,1000,1900,1000,2130,1000,2130,900,1600
뉴욕치과병원,휴진,N,,,,,,,,,,,,,,
양산부산대학교치과병원,전부휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
고운가이드치과병원,오후 7시 이후,N,,,930,1900,930,2130,930,1900,930,1900,930,1900,0,0
온치과병원,일부 휴진,N,,,930,1830,930,2030,930,1830,930,1830,930,2030,930,1500
